case_num,param_0,param_1,R1_rxn1,R1_rxn2,R1_rxn3,R1_rxn4,R1_rxn5,R1_rxn6,R1_rxn7,R1_rxn8,R1_rxn9,R1_rxn10,R1_rxn11,R1_rxn12,R1_rxn13,R1_rxn14,R1_rxn15,R1_rxn16,R1_rxn17,R1_rxn18,R1_rxn19,R1_rxn20,R1_rxn21,R1_rxn22,R1_rxn23,R1_rxn24,R1_rxn25,R1_rxn26,R1_rxn27,R1_rxn28,R1_rxn29,R1_rxn30,R1_rxn31,R1_rxn32,R1_rxn33,R1_rxn34,R1_rxn35,R1_rxn36,R1_rxn37,R1_rxn38,R1_rxn39,R1_rxn40,R1_rxn41,R1_rxn42,R1_rxn43,R1_rxn44,R1_rxn45,R1_rxn46,R1_rxn47,R1_rxn48,R1_rxn49,R1_rxn50,R1_rxn51,R1_rxn52,R1_rxn53,R1_rxn54,R1_rxn55,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,state
123,0.306977478,0.693022522,1,1,1,1,1,1,0.938604504,0.284651126,0.138139865,0.461395496,0.361395496,0,0.645022838,1,1,1,0,0.392093243,0.277209009,0.103953378,0.653488739,0.951488423,0,1,0.681162387,1,0.138604504,0.214884235,0.785115765,0.306977478,0.693022522,0.122790991,0.210279572,0.242557883,0.168837613,0.107442117,0.341628604,0,0.306977478,0,0,0.693022522,0.180185856,0.360371711,1,1,0.477209009,1,0.306977478,0.37627973,0.277209009,0.693022522,0,0.693022522,0.693022522,0.005526442,0.047825568,0.067906786,0.069030759,0.093168248,0.113146847,0.075478026,0.057285979,0.049962207,0.062856292,0.05821151,0.061968138,0.02693272,0.036680705,0.023899955,0.020667742,0.016123937,0.011043306,0.012151203,0.090133631,Warning
124,0.530443887,0.469556113,1,1,1,1,1,1,0.893911223,0.273477806,0.238699749,0.506088777,0.406088777,0,0.517646985,1,1,1,0,0.459133166,0.187822445,0.070433417,0.765221943,0.967131072,0,1,0.558255862,1,0.093911223,0.371310721,0.628689279,0.530443887,0.469556113,0.212177555,0.363354062,0.16434464,0.291744138,0.18565536,0.553921692,0,0.530443887,0,0,0.469556113,0.122084589,0.244169179,1,1,0.387822445,1,0.530443887,0.577399498,0.187822445,0.469556113,0,0.469556113,0.469556113,0.008596421,0.043298979,0.053533813,0.059366098,0.077622643,0.088599726,0.058950354,0.045141428,0.043306916,0.064999459,0.06085063,0.065845509,0.030860156,0.042376317,0.028401604,0.028019661,0.022942761,0.017867813,0.016274364,0.143145346,Warning
125,0.294448892,0.385097729,1,1,1,1,1,1,0.716792856,0.253232217,0.212615346,0.490935116,0.551161806,0.320453379,0.70984574,0.679546621,1,1,0.144204021,0.372311999,0.234152436,0.121855335,0.486997756,0.908952483,0.320453379,1,0.736121116,0.679546621,0.077019546,0.206114224,0.793885776,0.294448892,0.705551108,0.117779557,0.201697491,0.166829543,0.193992229,0.103057112,0.313703778,0,0.614902271,0,0,0.705551108,0.100125409,0.360477509,0.679546621,1,0.289948416,0.679546621,0.454675582,0.332958665,0.154039091,0.51327908,0.320453379,0.705551108,0.705551108,0.017002321,0.05313264,0.074143383,0.068051278,0.093628429,0.106866046,0.077493625,0.056090301,0.047861634,0.06098754,0.046196984,0.059958632,0.025524533,0.037780049,0.022149755,0.019706685,0.017128132,0.010597669,0.009526023,0.096174339,Warning
126,0.728676297,0.271323703,1,1,1,1,1,1,0.854264741,0.263566185,0.327904334,0.545735259,0.445735259,5.55E-17,0.404654511,1,1,1,2.50E-17,0.518602889,0.108529481,0.040698555,0.864338149,0.981007341,5.55E-17,1,0.449228036,1,0.054264741,0.510073408,0.489926592,0.728676297,0.271323703,0.291470519,0.499143264,0.094963296,0.400771964,0.255036704,0.742242482,0,0.728676297,0,0,0.271323703,0.070544163,0.141088325,1,1,0.308529481,1,0.728676297,0.755808668,0.108529481,0.271323703,5.55E-17,0.271323703,0.271323703,0.010792115,0.041258374,0.045220906,0.053817092,0.065290281,0.071177283,0.051443938,0.040992247,0.038966459,0.065319056,0.059800588,0.0629534,0.034411175,0.043501668,0.030230227,0.03448808,0.027182386,0.023263082,0.018212906,0.181678737,Warning
127,0.169492747,0.556801262,1,1,1,1,1,1,0.774507257,0.264154764,0.144698234,0.461269148,0.498122144,0.273705991,0.772656213,0.726294009,1,1,0.123167696,0.337162524,0.291147003,0.138261388,0.447893378,0.906282713,0.273705991,1,0.797834888,0.726294009,0.111360252,0.118644923,0.881355077,0.169492747,0.830507253,0.067797099,0.116102531,0.222251041,0.12059161,0.059322461,0.19733281,0,0.443198738,0,0,0.830507253,0.144768328,0.426389652,0.726294009,1,0.367979307,0.726294009,0.306345742,0.225172873,0.222720505,0.666283659,0.273705991,0.830507253,0.830507253,0.011348129,0.055503305,0.08476166,0.077561529,0.103164177,0.125585644,0.095262917,0.066391313,0.053054885,0.058653613,0.041648392,0.05213903,0.023500749,0.032501052,0.01796178,0.015050586,0.010926821,0.006351245,0.006670184,0.06196299,Warning
128,0.573559382,0.426440618,1,1,1,1,1,1,0.885288124,0.271322031,0.258101722,0.514711876,0.414711876,0,0.493071152,1,1,1,0,0.472067815,0.170576247,0.063966093,0.786779691,0.970149157,0,1,0.53454234,1,0.085288124,0.401491568,0.598508432,0.573559382,0.426440618,0.229423753,0.392888177,0.149254216,0.31545766,0.200745784,0.594881413,0,0.573559382,0,0,0.426440618,0.110874561,0.221749121,1,1,0.370576247,1,0.573559382,0.616203444,0.170576247,0.426440618,0,0.426440618,0.426440618,0.009109019,0.042748845,0.051326552,0.057972285,0.074832121,0.084534018,0.056827069,0.043743532,0.042242408,0.065201463,0.060943196,0.065635524,0.031625887,0.042910285,0.028980528,0.029427348,0.02395973,0.019089714,0.0167915,0.152098975,Warning
129,0.57006117,0.097176494,1,1,1,1,1,1,0.653054131,0.238220708,0.339718111,0.547288468,0.613669636,0.332762336,0.554962354,0.667237664,1,1,0.149743051,0.454380234,0.122061182,0.081128941,0.618649417,0.926645178,0.332762336,1,0.586380707,0.667237664,0.019435299,0.399042819,0.600957181,0.57006117,0.42993883,0.228024468,0.390491902,0.067288006,0.346809877,0.19952141,0.574919995,0,0.902823506,0,0,0.42993883,0.025265888,0.216912945,0.667237664,1,0.17231813,0.667237664,0.736442338,0.579778819,0.038870598,0.230281428,0.332762336,0.42993883,0.42993883,0.024826639,0.049336154,0.053561203,0.054211758,0.074292405,0.076619512,0.053197702,0.044383999,0.03967755,0.064534121,0.054506951,0.06531681,0.030248838,0.042885941,0.029600953,0.030148982,0.026040153,0.01886697,0.012779358,0.154964,Warning
130,0.383167492,0.616832508,1,1,1,1,1,1,0.923366502,0.280841625,0.172425371,0.476633498,0.376633498,0,0.60159453,1,1,1,0,0.414950247,0.246733003,0.092524876,0.691583746,0.956821724,0,1,0.63925788,1,0.123366502,0.268217244,0.731782756,0.383167492,0.616832508,0.153266997,0.262469732,0.215891378,0.21074212,0.134108622,0.414009117,0,0.383167492,0,0,0.616832508,0.160376452,0.320752904,1,1,0.446733003,1,0.383167492,0.444850742,0.246733003,0.616832508,0,0.616832508,0.616832508,0.006657593,0.045901037,0.062549783,0.065231928,0.087655517,0.104030437,0.068705502,0.052179026,0.047489439,0.063789212,0.059460626,0.064326194,0.0282664,0.039199687,0.025706111,0.023190171,0.018798931,0.013469052,0.013882312,0.109511044,Warning
131,0.140084015,0.518329652,1,1,1,1,1,1,0.732872764,0.258837166,0.14843439,0.462175436,0.532968602,0.341586332,0.801637651,0.658413668,1,1,0.15371385,0.324945888,0.292728444,0.146066714,0.399248841,0.895399658,0.341586332,1,0.824191741,0.658413668,0.10366593,0.098058811,0.901941189,0.140084015,0.859915985,0.056033606,0.09595755,0.215574012,0.111204842,0.049029405,0.166000498,0,0.481670348,0,0,0.859915985,0.13476571,0.440324585,0.658413668,1,0.339014594,0.658413668,0.310877181,0.19191698,0.207331861,0.654964185,0.341586332,0.859915985,0.859915985,0.013216194,0.057524397,0.089285173,0.08055654,0.105888228,0.127839785,0.099370823,0.06866328,0.053605084,0.057516123,0.038023253,0.048960914,0.022768269,0.030965589,0.016238564,0.013537189,0.009477305,0.005305979,0.005483138,0.055774176,Warning
132,0.542210288,0.457789712,1,1,1,1,1,1,0.891557942,0.272889486,0.24399463,0.508442058,0.408442058,5.55E-17,0.510940136,1,1,1,2.50E-17,0.462663086,0.183115885,0.068668457,0.771105144,0.96795472,5.55E-17,1,0.551784341,1,0.091557942,0.379547202,0.620452798,0.542210288,0.457789712,0.216884115,0.371414047,0.160226399,0.298215659,0.189773601,0.565099774,0,0.542210288,0,0,0.457789712,0.119025325,0.23805065,1,1,0.383115885,1,0.542210288,0.587989259,0.183115885,0.457789712,5.55E-17,0.457789712,0.457789712,0.008738565,0.043141082,0.052909931,0.058972822,0.076854794,0.087472335,0.058340705,0.044731332,0.043009255,0.065061672,0.060891642,0.06581478,0.031068796,0.04253906,0.028569326,0.028403982,0.023227488,0.018204085,0.01642232,0.14562603,Warning
